geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	geneIDs	correlation	sequenced	RefSeq	RPKM
																		'CLNS1A'	0.16			
																		'LOC100507547'	0.16			
																		'GSTM2P1'	0.16			
																		'WDR31'	0.16			
																		'GABPB1-AS1'	0.16			
																		'TRAPPC11'	0.16			
																		'CBFA2T3'	0.16			
																		'PYY2'	0.16			
																		'NOTCH2NL'	0.16			
																		'HAUS8'	0.16			
																		'RBM17'	0.16			
																		'S100A13'	0.16			
																		'GNPNAT1'	0.16			
																		'SLC25A30'	0.16			
																		'RAP1A'	0.16			
																		'UNC79'	0.16			
																		'EFTUD1'	0.16			
																		'INPP5J'	0.16			
																		'CEBPZ'	0.16			
																		'LRRC58'	0.16			
																		'CD164L2'	0.16			
																		'ZIK1'	0.16			
																		'RAB29'	0.16			
																		'CCDC142'	0.16			
																		'COA7'	0.16			
																		'SAMHD1'	0.16			
																		'BCL2L12'	0.16			
																		'PDX1'	0.16			
																		'DPAGT1'	0.16			
																		'SLC44A1'	0.16			
																		'N4BP2L2-IT2'	0.16			
																		'LINC00602'	0.16			
																		'STX8'	0.16			
																		'FTSJ2'	0.16			
																		'C3orf38'	0.16			
																		'TEX9'	0.16			
																		'CSNK2A2'	0.16			
																		'CYP39A1'	0.16			
																		'ZNF431'	0.16			
																		'LOC100506804'	0.16			
																		'C2orf70'	0.16			
																		'PKNOX1'	0.16			
																		'STAT1'	0.16			
																		'NOL4'	0.16			
																		'FERMT2'	0.16			
																		'CDK8'	0.16			
																		'CUTC'	0.16			
																		'MAK16'	0.16			
																		'BNIP1'	0.16			
																		'HINT3'	0.16			
																		'ERI1'	0.16			
																		'PEX13'	0.16			
																		'WDR47'	0.16			
																		'POLR3K'	0.16			
																		'PHLPP1'	0.16			
																		'HIST2H2AC'	0.16			
																		'HIBADH'	0.16			
																		'ECHDC1'	0.16			
																		'KIAA0196'	0.16			
																		'SCYL3'	0.16			
																		'GFM2'	0.16			
																		'TENM3'	0.16			
																		'HECTD2'	0.16			
																		'CMIP'	0.16			
																		'RAB30-AS1'	0.16			
																		'USP34'	0.15			
																		'MYLIP'	0.15			
																		'SH2D3A'	0.15			
																		'NEFM'	0.15			
																		'CCP110'	0.15			
																		'RAD51C'	0.15			
																		'LIPT1'	0.15			
																		'ZNF333'	0.15			
																		'LOC101927204'	0.15			
																		'TTC18'	0.15			
																		'IFRD1'	0.15			
																		'NAIF1'	0.15			
																		'SUV420H1'	0.15			
																		'VIPR1'	0.15			
																		'PET100'	0.15			
																		'ITGBL1'	0.15			
																		'EXOSC1'	0.15			
																		'TMEM167B'	0.15			
																		'HSPBAP1'	0.15			
																		'CAPRIN1'	0.15			
																		'INTS4'	0.15			
																		'ZNF2'	0.15			
																		'ADD3'	0.15			
																		'PITRM1'	0.15			
																		'CCNT1'	0.15			
																		'NOS1AP'	0.15			
																		'TERF2IP'	0.15			
																		'PHF7'	0.15			
																		'MIEN1'	0.15			
																		'WHAMMP3'	0.15			
																		'RHBDF1'	0.15			
																		'MB21D2'	0.15			
																		'ETAA1'	0.15			
																		'AK3'	0.15			
																		'PPARG'	0.15			
																		'SERPINA6'	0.15			
																		'VWA8'	0.15			
																		'LOC101928136'	0.15			
																		'FZD5'	0.15			
																		'TMEM106A'	0.15			
																		'ZBED9'	0.15			
																		'KIAA1598'	0.15			
																		'PRPF3'	0.15			
																		'SNORA74B'	0.15			
																		'NCSTN'	0.15			
																		'CABLES2'	0.15			
																		'ARHGEF3'	0.15			
																		'RNU12'	0.15			
																		'CD55'	0.15			
																		'NHSL2'	0.15			
																		'MORC3'	0.15			
																		'POC5'	0.15			
																		'DCP2'	0.15			
																		'SPIN3'	0.15			
																		'MCM4'	0.15			
																		'DDX20'	0.15			
																		'RBM22'	0.15			
																		'GOLT1B'	0.15			
																		'SDF2'	0.15			
																		'NLGN1'	0.15			
																		'LATS1'	0.15			
																		'SPDL1'	0.15			
																		'FAM69A'	0.15			
																		'SOCS2'	0.15			
																		'EDEM3'	0.15			
																		'ZKSCAN4'	0.15			
																		'PSMD5'	0.15			
																		'PHF10'	0.15			
																		'DBF4'	0.15			
																		'NOP16'	0.15			
																		'HIST1H2AH'	0.15			
																		'LOC101928663'	0.15			
																		'INHBA'	0.15			
																		'PITPNB'	0.15			
																		'SERTAD2'	0.15			
																		'KLHL32'	0.15			
																		'TRPC4'	0.15			
																		'DYNC1H1'	0.15			
																		'UBE2Q2P1'	0.15			
																		'COLGALT2'	0.15			
																		'APC'	0.15			
																		'MAP3K1'	0.15			
																		'CARD14'	0.15			
																		'ZNF296'	0.15			
																		'GPR143'	0.15			
																		'P2RY11'	0.15			
																		'MAFK'	0.15			
																		'ZSCAN12P1'	0.15			
																		'TSKU'	0.15			
																		'WASH7P'	0.15			
																		'TMPRSS6'	0.15			
																		'ARHGAP21'	0.15			
																		'LOC100652768'	0.15			
																		'CLK4'	0.15			
																		'FBXO8'	0.15			
																		'FANCG'	0.15			
																		'ACAD11'	0.15			
																		'ZNF497'	0.15			
																		'EPB41L2'	0.15			
																		'DDC'	0.15			
																		'NIPAL2'	0.15			
																		'WSCD2'	0.15			
																		'SEC24D'	0.15			
																		'C19orf26'	0.15			
																		'APPL2'	0.15			
																		'KLHL35'	0.15			
																		'RUNDC3B'	0.15			
																		'C19orf38'	0.15			
																		'GTF2H1'	0.15			
																		'DPH3'	0.15			
																		'LOC100134368'	0.15			
																		'SCARNA20'	0.15			
																		'ZNF14'	0.15			
																		'ATE1-AS1'	0.15			
																		'LOC100506674'	0.15			
																		'TRMT44'	0.15			
																		'ATG4C'	0.15			
																		'WLS'	0.15			
																		'UPB1'	0.15			
																		'MEG9'	0.15			
																		'ZNF566'	0.15			
																		'ERAL1'	0.15			
																		'SYT11'	0.15			
																		'TNR'	0.15			
																		'CREB3L2'	0.15			
																		'ETF1'	0.15			
																		'ACVR1C'	0.15			
																		'DSTYK'	0.15			
																		'ENTPD5'	0.15			
																		'NCEH1'	0.15			
																		'IGFBP6'	0.15			
																		'QPCTL'	0.15			
																		'FAM210A'	0.15			
																		'LOC441242'	0.15			
																		'ZNF287'	0.15			
																		'MIB1'	0.15			
																		'PET117'	0.15			
																		'CTNNA2'	0.15			
																		'BOD1L2'	0.15			
																		'CEP95'	0.15			
																		'LURAP1L'	0.15			
																		'VSTM2A'	0.15			
																		'PRSS12'	0.15			
																		'ZNF200'	0.15			
																		'BRCC3'	0.15			
																		'DNAAF2'	0.15			
																		'ELP4'	0.15			
																		'NEK11'	0.15			
																		'ATM'	0.15			
																		'PIGC'	0.15			
																		'EIF4E2'	0.15			
																		'SLC16A10'	0.15			
																		'TCEANC'	0.15			
																		'KIFAP3'	0.15			
																		'IFNLR1'	0.15			
																		'SLC19A1'	0.15			
																		'MTHFD2'	0.15			
																		'BID'	0.15			
																		'DUSP11'	0.15			
																		'ABCB1'	0.15			
																		'NUP93'	0.15			
																		'KANSL1'	0.15			
																		'DIABLO'	0.15			
																		'STAM-AS1'	0.15			
																		'AURKA'	0.15			
																		'SMAD5'	0.15			
																		'CCDC181'	0.15			
																		'OLA1'	0.15			
																		'PARP14'	0.15			
																		'TOPORS-AS1'	0.15			
																		'RTN4R'	0.15			
																		'ARX'	0.15			
																		'QPRT'	0.15			
																		'PIN1P1'	0.15			
																		'UGGT2'	0.15			
																		'IGF1R'	0.15			
																		'ZNF415'	0.15			
																		'TGFB1I1'	0.15			
																		'HAUS2'	0.15			
																		'TUG1'	0.15			
																		'KHDC1'	0.15			
																		'MOB3B'	0.15			
																		'COMMD2'	0.15			
																		'LINC01125'	0.15			
																		'AUH'	0.15			
																		'LINC00893'	0.15			
																		'SCT'	0.15			
																		'GAP43'	0.15			
																		'DNAJC15'	0.15			
																		'LOC101927668'	0.15			
																		'CEP72'	0.15			
																		'CHMP2B'	0.15			
																		'RAD17'	0.15			
																		'CPNE9'	0.15			
																		'ARL6'	0.15			
																		'LMO7'	0.15			
																		'DIRAS2'	0.15			
																		'F7'	0.15			
																		'FGD6'	0.15			
																		'CGGBP1'	0.15			
																		'CEP57'	0.15			
																		'CCNL2'	0.15			
																		'GYG2P1'	0.15			
																		'RANBP6'	0.15			
																		'HDAC8'	0.15			
																		'GPR35'	0.15			
																		'CTR9'	0.15			
																		'ATP6V1E2'	0.15			
																		'CLK2P'	0.15			
																		'ATF7'	0.15			
																		'MLIP'	0.15			
																		'CACNA1I'	0.15			
																		'ZNF519'	0.15			
																		'CDADC1'	0.15			
																		'WDR86'	0.15			
																		'HOMER3'	0.15			
																		'STX2'	0.15			
																		'MYCBP'	0.15			
																		'TMEM241'	0.15			
																		'LOC100130691'	0.15			
																		'DCTN3'	0.15			
																		'SLX4IP'	0.15			
																		'ARID3B'	0.15			
																		'SPACA6P'	0.15			
																		'NUFIP2'	0.15			
																		'MAMSTR'	0.15			
																		'SNORD83B'	0.15			
																		'ZNF267'	0.15			
																		'MFSD11'	0.15			
																		'RSPRY1'	0.15			
																		'GPRASP2'	0.15			
																		'DNAJB5'	0.15			
																		'PHYH'	0.15			
																		'PCDHGB2'	0.15			
																		'GRIA2'	0.15			
																		'FCF1'	0.15			
																		'ZNF330'	0.15			
																		'SLC16A9'	0.15			
																		'ZW10'	0.15			
																		'SAMD4A'	0.15			
																		'RALB'	0.15			
																		'PTGR2'	0.15			
																		'PRKX'	0.15			
																		'GDF9'	0.15			
																		'TMEM237'	0.15			
																		'SCARNA12'	0.15			
																		'ILDR2'	0.15			
																		'MCM5'	0.15			
																		'FBN1'	0.15			
																		'KCNAB1'	0.15			
																		'CTCF'	0.15			
																		'C6orf203'	0.15			
																		'NUP155'	0.15			
																		'SFXN2'	0.15			
																		'SLC2A10'	0.15			
																		'SLC15A4'	0.15			
																		'ISG20'	0.15			
																		'PRKAR2A-AS1'	0.15			
																		'ETV4'	0.15			
																		'SUV39H2'	0.15			
																		'PAN3-AS1'	0.15			
																		'ZNF160'	0.15			
																		'NOVA2'	0.15			
																		'ZBTB16'	0.15			
																		'USP45'	0.15			
																		'FBXO30'	0.15			
																		'SP1'	0.15			
																		'AVPR1B'	0.15			
																		'HLA-DPB1'	0.15			
																		'NLRP2'	0.15			
																		'CAPN5'	0.15			
																		'LAT2'	0.15			
																		'SPATA18'	0.15			
																		'SLC7A5P2'	0.15			
																		'WDPCP'	0.15			
																		'MST4'	0.15			
